0;41168350;-8642045;2;0;0
1;41168280;-8642339;2;0;0
2;41168210;-8642501;4;0;0
3;41173780;-8608994;88;0;0
4;41173590;-8608589;86;0;0
5;41173400;-8608247;86;0;0
6;41173260;-8608026;88;0;0
7;41173150;-8607874;88;0;0
8;41171460;-8598083;68;0;0
9;41171470;-8597594;70;0;0
10;41171470;-8597462;72;0;0
11;41171450;-8597344;72;0;0
12;41171430;-8597262;74;0;0
13;41171400;-8597189;74;0;0
14;41171370;-8597121;74;0;0
15;41171330;-8597060;72;0;0
16;41171280;-8597003;74;0;0
17;41171350;-8593886;62;0;0
18;41171480;-8594038;62;0;0
19;41171560;-8594142;64;0;0
20;41171660;-8594260;64;0;0
21;41171760;-8594363;62;0;0
22;41171870;-8594455;62;0;0
23;41171980;-8594533;64;0;0
24;41172090;-8594604;64;0;0
25;41172210;-8594659;66;0;0
26;41172330;-8594706;64;0;0
27;41172450;-8594740;64;0;0
28;41172580;-8594759;62;0;0
29;41172710;-8594767;62;0;0
30;41172870;-8594761;62;0;0
31;41173110;-8594720;60;0;0
32;41173420;-8594798;52;0;0
33;41172940;-8594970;50;0;0
34;41172670;-8595076;74;0;0
35;41172320;-8595225;76;0;0
36;41172090;-8595332;74;0;0
37;41173100;-8594989;54;0;0
38;41172960;-8595079;52;0;0
39;41172850;-8595160;54;0;0
40;41172740;-8595243;54;0;0
41;41172630;-8595343;56;0;0
42;41172530;-8595434;58;0;0
43;41172430;-8595545;60;0;0
44;41172340;-8595660;58;0;0
45;41172250;-8595785;58;0;0
46;41172170;-8595919;60;0;0
47;41172100;-8596061;58;0;0
48;41172040;-8596209;58;0;0
49;41171960;-8596435;60;0;0
50;41171780;-8597096;62;0;0
51;41184060;-8593787;48;0;0
52;41183700;-8593771;46;0;0
53;41183390;-8593757;46;0;0
54;41183030;-8593730;46;0;0
55;41182560;-8593694;46;0;0
56;41182090;-8593662;46;0;0
57;41180770;-8593171;52;0;0
58;41180550;-8593238;50;0;0
59;41180390;-8593307;52;0;0
60;41180330;-8593338;54;0;0
61;41180280;-8593377;52;0;0
62;41180230;-8593421;52;0;0
63;41180190;-8593475;54;0;0
64;41180150;-8593542;52;0;0
65;41180110;-8593616;50;0;0
66;41180080;-8593713;50;0;0
67;41180070;-8593808;50;0;0
68;41180060;-8593917;48;0;0
69;41180070;-8594017;50;0;0
70;41180090;-8594115;50;0;0
71;41180130;-8594210;50;0;0
72;41180160;-8594274;48;0;0
73;41180190;-8594329;48;0;0
74;41180240;-8594382;50;0;0
75;41180290;-8594426;50;0;0
76;41180340;-8594465;48;0;0
77;41180400;-8594500;50;0;0
78;41180450;-8594516;52;0;0
79;41180510;-8594525;50;0;0
80;41180570;-8594522;48;0;0
81;41180640;-8594508;48;0;0
82;41180700;-8594481;48;0;0
83;41180760;-8594442;46;0;0
84;41180810;-8594400;48;0;0
85;41180850;-8594351;50;0;0
86;41180900;-8594289;50;0;0
87;41180930;-8594225;50;0;0
88;41180970;-8594143;48;0;0
89;41180990;-8594048;46;0;0
90;41181000;-8593946;44;0;0
91;41181000;-8593817;42;0;0
92;41180990;-8593670;44;0;0
93;41180950;-8593472;42;0;0
94;41179410;-8592318;62;0;0
95;41179410;-8592432;62;0;0
96;41179440;-8592547;60;0;0
97;41179480;-8592642;62;0;0
98;41179530;-8592735;62;0;0
99;41179610;-8592810;62;0;0
100;41179680;-8592861;62;0;0
101;41179760;-8592906;60;0;0
102;41179870;-8592960;58;0;0
103;41179990;-8593001;58;0;0
104;41181240;-8592369;62;0;0
105;41181410;-8592453;64;0;0
106;41182190;-8592838;62;0;0
107;41182890;-8593184;62;0;0
108;41181780;-8622381;82;0;0
109;41181220;-8622524;84;0;0
110;41181060;-8622583;88;0;0
111;41180910;-8622680;88;0;0
112;41180730;-8622842;90;0;0
113;41180580;-8623022;92;0;0
114;41180490;-8623158;90;0;0
115;41180420;-8623297;88;0;0
116;41180330;-8623503;90;0;0
117;41180270;-8623647;88;0;0
118;41180220;-8623823;86;0;0
119;41180130;-8624340;86;0;0
120;41180070;-8624591;84;0;0
121;41181790;-8619308;74;0;0
122;41181670;-8619587;72;0;0
123;41181540;-8619866;74;0;0
124;41181470;-8620181;72;0;0
125;41181450;-8620421;72;0;0
126;41181470;-8620681;80;0;0
127;41181600;-8621129;78;0;0
128;41180450;-8622086;78;0;0
129;41180530;-8621960;80;0;0
130;41180580;-8621856;80;0;0
131;41180610;-8621778;80;0;0
132;41179800;-8625788;86;0;0
133;41179810;-8625549;88;0;0
134;41179930;-8624550;88;0;0
135;41179920;-8624397;90;0;0
136;41179920;-8624264;88;0;0
137;41179900;-8624105;90;0;0
138;41179820;-8623949;92;0;0
139;41179810;-8622421;78;0;0
140;41179640;-8622481;80;0;0
141;41179510;-8622561;80;0;0
142;41179440;-8622663;80;0;0
143;41179390;-8622753;82;0;0
144;41179350;-8622897;80;0;0
145;41179340;-8623014;80;0;0
146;41179360;-8623131;82;0;0
147;41179420;-8623314;80;0;0
148;41179520;-8623425;78;0;0
149;41179610;-8623492;80;0;0
150;41179720;-8623523;80;0;0
151;41179810;-8623525;82;0;0
152;41179870;-8623508;84;0;0
153;41179940;-8623465;84;0;0
154;41180000;-8623420;84;0;0
155;41180060;-8623347;84;0;0
156;41180090;-8623277;86;0;0
157;41180110;-8623224;84;0;0
158;41180170;-8623034;84;0;0
159;41180210;-8622888;82;0;0
160;41180280;-8622720;82;0;0
161;41200150;-8666042;26;0;0
162;41200100;-8666206;24;0;0
163;41200050;-8666341;22;0;0
164;41199780;-8666899;24;0;0
165;41195850;-8666232;32;0;0
166;41196110;-8666769;34;0;0
167;41194030;-8660878;50;0;0
168;41194630;-8661454;30;0;0
169;41195890;-8662674;30;0;0
170;41196510;-8663208;32;0;0
171;41202530;-8663829;0;0;0
172;41201690;-8663836;28;0;0
173;41200530;-8663775;28;0;0
174;41199990;-8663774;30;0;0
175;41198970;-8663755;32;0;0
176;41198610;-8663773;32;0;0
177;41198310;-8663901;30;0;0
178;41197780;-8664399;32;0;0
179;41196970;-8663661;32;0;0
180;41197240;-8663925;32;0;0
181;41198890;-8665442;32;0;0
182;41199860;-8665730;30;0;0
183;41200150;-8665806;30;0;0
